-0.63,0.65,-0.24,-118.84,110.23,12.21,2.94,-10.96,37.02, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.71,0.66,-0.21,-45.35,75.56,-35.22,-3.7,-5.24,30.38, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.67,0.75,-0.19,-37.35,78.12,-9.22,-5.98,-7.09,21.72, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.61,0.8,-0.06,-68.42,97.29,-50.23,-5.93,-9.44,15.1, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.74,0.88,0.08,10.93,57.19,9.52,-1.88,-15.08,4.97, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.62,0.77,0.02,57.68,-43.52,30.58,-3.47,-11.24,3.16, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.66,0.73,0.12,93.81,-99.18,20.08,-6.4,-7.18,9.03, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.75,0.67,-0.01,71.11,-146.0,38.15,-6.14,-5.85,19.2, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.68,0.61,-0.2,87.22,-114.26,-4.82,0.02,-7.45,35.27, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.66,0.69,-0.15,48.58,-38.57,-1.22,7.51,-14.77,37.5, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.66,0.78,-0.15,88.01,-51.03,16.6,10.23,-21.03,36.67, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.65,0.68,-0.11,20.69,-8.85,24.9,10.67,-24.22,33.0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.69,0.69,-0.12,-15.87,14.28,-1.16,9.33,-22.83,35.44, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.66,0.73,-0.13,-18.31,22.4,-5.92,8.51,-20.84,36.51, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.78,0.68,-0.13,-39.37,30.4,1.1,7.71,-18.53,35.68, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.74,0.68,-0.16,-38.64,31.25,2.87,5.93,-16.22,35.68, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.73,0.8,-0.19,-4.15,-9.95,-30.82,4.81,-14.76,35.56, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.69,0.69,-0.2,-7.87,10.74,-1.04,5.24,-13.77,37.43, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.7,0.68,-0.19,2.93,2.38,-0.67,4.75,-14.07,36.6, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.71,0.69,-0.19,-13.12,1.1,7.02,4.59,-13.24,35.27, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.67,0.68,-0.21,0.85,-1.04,1.22,4.86,-12.29,36.1, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.73,0.67,-0.23,-9.03,-1.77,17.58,4.82,-12.0,36.56, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.75,0.65,-0.24,7.32,-5.25,0.92,4.42,-11.55,36.98, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.77,0.51,-0.29,7.2,-25.88,46.69,5.7,-7.62,38.83, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.76,0.57,-0.29,1.83,-13.0,-20.87,5.22,-8.13,38.43, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.78,0.56,-0.31,15.69,-6.35,12.63,5.68,-8.83,39.67, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.74,0.56,-0.3,-13.85,-53.59,-14.34,7.18,-9.11,41.3, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.72,0.54,-0.44,3.54,-24.17,-11.23,10.21,-9.31,41.8, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.68,0.62,-0.39,26.98,-4.7,5.0,12.11,-12.1,42.35, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.67,0.63,-0.29,74.46,-13.49,-9.09,12.26,-15.53,41.48, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.65,0.71,-0.24,0.31,0.92,12.76,13.73,-20.29,38.64, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.68,0.68,-0.23,19.9,-9.89,4.88,13.4,-20.72,37.81, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.7,0.67,-0.23,-7.51,-4.76,6.77,13.9,-20.06,39.06, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.68,0.67,-0.25,12.63,-2.26,-1.95,14.14,-19.53,39.33, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.7,0.67,-0.24,9.95,-5.19,1.28,14.33,-20.42,38.51, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.69,0.67,-0.25,0.49,-1.71,-1.04,14.48,-20.98,40.27, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.67,0.67,-0.23,1.34,-0.31,0.98,14.69,-20.57,38.11, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.71,0.67,-0.27,-2.32,-11.35,10.62,14.55,-20.25,39.33, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.71,0.65,-0.28,6.65,-4.33,-3.23,15.8,-19.67,39.87, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.68,0.66,-0.28,3.23,-4.09,9.16,15.67,-20.51,39.7, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.72,0.64,-0.28,6.23,-6.9,-0.49,15.6,-20.34,39.17, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.69,0.65,-0.28,-0.79,0.31,1.28,16.59,-20.54,39.15, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.71,0.64,-0.28,0.06,-2.81,-0.31,15.73,-20.86,39.94, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.72,0.64,-0.27,12.45,2.99,3.36,15.78,-21.46,39.88, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.7,0.68,-0.21,66.77,-16.85,1.71,15.94,-24.23,36.49, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.73,0.67,-0.2,9.09,-25.7,3.36,16.99,-26.21,36.87, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.69,0.67,-0.18,36.87,-24.17,6.71,19.27,-27.77,34.84, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.71,0.68,-0.19,16.54,-14.95,4.21,19.86,-30.27,33.51, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.7,0.68,-0.17,4.39,1.04,0.18,20.51,-30.66,33.2, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.71,0.68,-0.17,1.83,-0.49,2.14,20.0,-30.85,31.45, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.71,0.66,-0.18,-14.65,5.0,2.69,19.76,-29.64,32.89, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.7,0.9,-0.31,-92.65,-10.5,-28.63,19.31,-29.52,33.7, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.65,0.62,-0.25,9.64,1.89,-10.5,20.94,-27.8,36.24, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.61,0.7,-0.2,16.85,8.85,-10.74,21.14,-28.88,34.96, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.66,0.71,-0.12,4.27,3.48,4.15,20.76,-28.65,33.59, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.73,0.76,-0.18,4.27,-4.94,7.51,19.6,-29.6,32.9, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.64,0.75,-0.19,5.8,0.31,1.65,19.52,-29.35,32.58, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.66,0.68,-0.12,-0.73,5.92,-3.48,19.87,-29.72,31.63, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.7,0.73,-0.16,1.34,0.37,-0.55,19.74,-28.67,33.0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.65,0.73,-0.14,1.34,-3.91,-1.16,19.63,-29.76,32.39, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.65,0.72,-0.13,0.79,-0.55,4.76,20.0,-29.38,33.9, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.67,0.7,-0.15,-0.85,-1.95,1.71,19.02,-28.83,34.84, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.67,0.7,-0.13,4.21,-0.73,-0.18,19.08,-28.8,33.54, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.72,0.71,-0.2,-3.78,-3.23,3.97,19.31,-28.05,32.18, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.67,0.71,-0.16,7.93,-4.27,-1.28,20.68,-29.06,33.35, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.65,0.71,-0.12,4.03,-2.2,-5.86,20.65,-29.53,33.08, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.67,0.73,-0.16,0.61,-0.12,-2.14,21.02,-29.5,33.75, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.65,0.74,-0.16,0.98,0.31,-1.34,20.7,-29.55,32.24, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.64,0.73,-0.14,1.34,1.1,-1.16,21.28,-29.59,33.15, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.65,0.76,-0.15,-0.24,1.83,-1.22,20.75,-30.07,33.89, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.64,0.75,-0.14,-1.77,0.79,-3.17,21.29,-29.47,32.43, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.62,0.73,-0.14,-0.37,-0.37,-1.53,21.45,-29.26,34.18, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.62,0.77,-0.16,-0.73,0.49,-0.06,20.78,-29.32,32.79, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.62,0.74,-0.15,-0.24,0.18,-0.24,21.77,-29.36,33.3, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.62,0.76,-0.17,1.34,-0.98,0.43,21.4,-28.82,32.7, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.62,0.75,-0.16,-2.56,-0.67,2.01,20.9,-28.76,34.41, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.62,0.75,-0.17,-1.71,-1.4,1.04,21.22,-28.49,33.97, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.62,0.75,-0.18,0.55,0.0,-0.12,21.73,-28.11,35.52, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.62,0.76,-0.18,3.66,-0.06,-0.98,21.29,-28.28,33.87, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.64,0.73,-0.18,2.62,-2.01,3.36,21.14,-28.85,34.77, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.68,0.7,-0.24,21.0,-12.21,13.0,20.9,-29.2,33.35, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.67,0.76,-0.11,16.48,-15.38,2.56,21.57,-30.6,32.17, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.6,0.83,-0.26,-25.21,45.47,11.96,20.21,-31.77,30.69, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.65,0.74,-0.17,11.72,-10.44,-22.89,21.14,-33.31,27.97, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.63,0.83,-0.06,35.58,-16.24,-21.97,23.65,-35.99,26.12, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.54,0.76,0.08,23.99,10.31,-0.55,26.31,-38.67,21.15, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.57,0.81,0.13,-47.61,39.06,-4.09,26.01,-38.29,21.52, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
