-0.27,-0.11,-0.94,4.7,-2.2,0.98,0.74,-80.25,87.28,side
,,,,,,,,,
-0.26,-0.04,-0.93,2.99,-4.7,4.39,1.84,-80.97,87.23,side
,,,,,,,,,
-0.27,-0.1,-0.97,3.85,-2.26,0.73,1.67,-80.81,86.99,side
,,,,,,,,,
-0.27,-0.07,-0.94,2.5,-0.61,3.6,1.16,-81.38,88.45,side
,,,,,,,,,
-0.28,-0.07,-0.94,3.72,-5.25,-0.92,1.1,-81.23,88.11,side
,,,,,,,,,
-0.28,-0.1,-0.97,4.15,-4.76,0.73,3.39,-82.76,88.26,side
,,,,,,,,,
-0.25,-0.09,-0.92,6.59,-2.01,0.37,6.52,-82.2,86.5,side
,,,,,,,,,
-0.27,-0.09,-0.92,7.2,-8.61,-2.5,6.96,-85,84.27,side
,,,,,,,,,
-0.51,-0.75,-1.17,21.06,-131.65,-48.34,20.13,-92.33,65.81,side
,,,,,,,,,
-0.05,0.47,-0.56,-130.98,8.06,249.27,25.23,-89.67,46.51,side
,,,,,,,,,
-0.31,0.87,-1.36,-109.8,41.14,-88.26,6.4,-77.37,55.42,side
,,,,,,,,,
-0.21,-1.1,-0.44,-170.1,-115.05,-108.7,27.97,-57.81,54.9,side
,,,,,,,,,
-0.22,-1.63,0.6,-56.27,99.12,44.92,40.66,-24.3,35.88,side
,,,,,,,,,
-0.31,-0.87,-0.93,-47.91,223.69,74.58,10.46,-11.95,27.84,side
,,,,,,,,,
0.03,-1.01,-0.59,-49.13,-56.34,25.33,18.76,1.29,5.02,side
,,,,,,,,,
0.01,-0.44,0.64,-7.69,17.88,-77.58,21.36,-5.51,11.43,side
,,,,,,,,,
-0.45,-1.77,0.21,10.07,11.96,191.47,-0.6,-3.85,15.95,side
,,,,,,,,,
0.31,0.43,-0.09,-13.37,8.79,131.47,36.79,-26.2,14.67,side
,,,,,,,,,
-0.33,-0.59,0.14,-20.26,-14.47,-239.81,21.75,-8.34,15.16,side
,,,,,,,,,
-1.15,-3.17,-0.04,26.18,9.7,17.4,-24.05,-5.82,5.7,side
,,,,,,,,,
-0.09,0.05,0.02,62.56,-16.54,287.72,31.64,-23.35,17.65,side
,,,,,,,,,
0.2,0.52,-0.01,15.32,37.6,-103.33,44.82,-38.88,19.69,side
,,,,,,,,,
-0.96,-3.16,-0.92,-33.94,-75.01,-138.67,-16.36,-13.21,15.25,side
,,,,,,,,,
-0.63,-0.98,-0.33,39.79,-127.75,287.11,20.12,-15.92,30.08,side
,,,,,,,,,
0.32,1.19,0.33,-29.54,-41.38,25.02,54.49,-56.42,12.99,side
,,,,,,,,,
-0.67,-0.63,-0.35,-11.29,282.71,-313.23,26.01,-19.58,33.72,side
,,,,,,,,,
-1.3,-3.09,-0.47,-1.89,-45.78,63.05,-37.26,-23.14,-1.06,side
,,,,,,,,,
0.36,0,-0.1,79.71,-43.64,197.51,18.54,-13.55,23.51,side
,,,,,,,,,
0.2,0.65,0,15.01,-31.37,-152.47,41.41,-29.66,13.24,side
,,,,,,,,,
-2.07,-3.41,-0.7,-1.28,-42.05,-263.37,-41.43,-35.84,-12.56,side
,,,,,,,,,
-1.05,-1.04,-0.19,45.65,8.06,299.87,-8.34,-8.03,20.57,side
,,,,,,,,,
0.3,1.13,0.14,-46.45,-11.23,233.03,48.16,-47.4,19.41,side
,,,,,,,,,
