-0.52,-1.08,2.2,127.87,239.07,171.51,36.67,-53.36,-48.89,prone
,,,,,,,,,
-1.61,2.17,0.1,492.19,578.37,634.28,34.77,-107.59,-14.72,prone
,,,,,,,,,
0.29,1.2,-1.13,-74.65,104.43,-2.32,21.62,-114.89,6.09,prone
,,,,,,,,,
0.6,0.1,-1.08,-149.66,66.53,-37.29,21.04,-109.85,22.53,prone
,,,,,,,,,
-0.4,1.08,-0.6,7.39,-72.39,96.07,11.88,-99.63,35.25,prone
,,,,,,,,,
-0.19,0.26,-1.05,23.13,76.35,-70.92,9.92,-105.93,26.65,prone
,,,,,,,,,
0.11,-1.22,-0.99,-0.67,-36.68,82.52,16.86,-105.63,29.13,prone
,,,,,,,,,
-0.52,0.14,-1.09,-67.26,4.33,158.51,-1.56,-89.77,35.57,prone
,,,,,,,,,
-0.5,0.76,-1.1,25.94,-8.79,-93.81,-5.24,-78.37,37.46,prone
,,,,,,,,,
0.01,-1.22,-0.9,-15.99,-13.24,-164.61,5.26,-94.12,36.9,prone
,,,,,,,,,
-0.07,-0.81,-0.9,12.39,-12.21,106.51,9,-97.78,35.62,prone
,,,,,,,,,
-0.48,0.3,-0.76,13,36.74,157.41,-5.16,-89.55,34.42,prone
,,,,,,,,,
-1.19,1.12,-0.7,-13.12,-22.64,-82.34,-14.6,-78.96,29.7,prone
,,,,,,,,,
-0.37,-0.45,-0.94,12.02,35.1,-126.04,-11.22,-99.4,25.79,prone
,,,,,,,,,
0.32,-0.87,-1.08,-8.36,-51.15,20.39,4.39,-107.53,23.77,prone
,,,,,,,,,
-0.52,-0.02,-0.79,17.09,-68.42,104,-12.06,-97.07,28.37,prone
,,,,,,,,,
-1.23,1.13,-0.24,-37.35,40.59,-131.53,-15.94,-84.57,29.21,prone
,,,,,,,,,
-0.35,-0.26,-1.06,-26.55,54.93,-141.11,-1.84,-101.27,28.94,prone
,,,,,,,,,
0.1,-0.84,-0.48,1.71,-39.49,115.48,11.67,-100.39,30.7,prone
,,,,,,,,,
-0.77,0.26,-0.85,57.07,27.4,183.11,-10.07,-89.73,31.82,prone
,,,,,,,,,
-1.15,1.12,-1.09,-12.08,6.53,-99.43,-15.22,-81.57,28.91,prone
,,,,,,,,,
-0.43,-0.45,-0.65,-33.57,-29.6,-185.55,-3.3,-98.89,30.83,prone
,,,,,,,,,
0.11,-0.79,-1.11,-20.39,102.05,-6.96,23.3,-96.64,30.81,prone
,,,,,,,,,
-0.23,-0.66,-0.66,69.82,46.39,215.27,17.41,-96.45,34.13,prone
,,,,,,,,,
-1.58,1.53,-1.07,36.93,-2.32,179.08,-19.93,-77.34,27.95,prone
,,,,,,,,,
-1.16,0.38,-0.75,-1.95,-12.15,-240.84,-17.42,-91.74,26.86,prone
,,,,,,,,,
-0.24,-1.14,-0.76,-102.66,2.81,-193.05,22.07,-99.93,25.62,prone
,,,,,,,,,
-0.42,-1.46,-1.12,-14.53,-14.59,166.93,25.78,-90.1,33.59,prone
,,,,,,,,,
-0.84,0.46,-0.91,63.23,38.39,203.31,-2.45,-87.33,35.99,prone
,,,,,,,,,
-0.97,0.89,-1.18,13.92,-12.39,-149.05,-10.07,-82.85,30.41,prone
,,,,,,,,,
-0.16,-1.23,-0.69,-43.15,-29.97,-206.91,18.97,-98.68,31.62,prone
,,,,,,,,,
0.06,-0.47,-0.98,-49.5,15.81,73,23.17,-92.43,36.06,prone
,,,,,,,,,
-0.04,0.32,-0.95,55.54,-40.83,10.93,16.15,-91.8,41.11,prone
,,,,,,,,,
-0.03,0.08,-0.76,81.54,-19.59,-133.06,23.54,-104.11,32.73,prone
,,,,,,,,,
0.09,0.48,-1.15,-105.59,0,-83.07,30.82,-109.45,27.8,prone
,,,,,,,,,
0.18,-0.05,-0.94,-83.07,-10.5,-44.43,39.37,-88.37,42.14,prone
,,,,,,,,,
0.11,-0.5,-1.23,-111.51,58.11,-35.16,33.61,-63.17,50.01,prone
,,,,,,,,,
0.39,-0.3,-0.65,-20.02,-39.79,-80.99,49.94,-65.23,36.82,prone
,,,,,,,,,
0.13,-0.95,-0.91,-27.77,-8.79,-57.13,47.06,-45.92,30.69,prone
,,,,,,,,,
0.19,-0.01,-0.42,1.89,18.92,108.09,52.64,-51.16,26.04,prone
,,,,,,,,,
-0.04,0.2,-0.79,89.11,134.89,7.02,53.53,-63.34,38.68,prone
,,,,,,,,,
-0.3,0.06,-1.39,16.05,14.4,-100.52,24.66,-70.62,74.27,prone
,,,,,,,,,
-0.54,-0.14,-1.25,-53.53,15.01,-112.67,26.39,-64.92,70.64,prone
,,,,,,,,,
-0.43,-0.46,-1.02,-64.03,8.48,-47.18,28.76,-36.33,36.57,prone
,,,,,,,,,
-0.28,-0.53,-0.78,10.56,-10.5,-37.05,24.9,-29.16,32.91,prone
,,,,,,,,,
-0.31,-0.42,-0.93,-14.89,-71.35,18.25,20.97,-30.73,26.73,prone
,,,,,,,,,
-0.12,-0.46,-0.8,-21.55,-40.28,31.19,26.86,-31.24,20.36,prone
,,,,,,,,,
0.02,-0.54,-0.78,-11.23,-24.29,40.71,33.46,-33.45,16.59,prone
,,,,,,,,,
0.2,-0.41,-0.77,-9.22,-7.45,52.19,38.89,-37.9,13.66,prone
,,,,,,,,,
0.31,-0.3,-0.77,4.39,9.52,52.43,43.29,-42.79,15.06,prone
,,,,,,,,,
0.34,-0.12,-0.91,2.87,6.65,53.77,44.52,-48.27,17.24,prone
,,,,,,,,,
0.39,0.31,-0.87,17.88,26.86,46.02,46.23,-53.75,17.6,prone
,,,,,,,,,
0.03,-0.18,-1.02,24.05,-25.02,-156.43,42.88,-50.95,20.75,prone
,,,,,,,,,
-0.07,-0.39,-0.8,23.38,-17.52,-87.65,33.06,-37.22,21.33,prone
,,,,,,,,,
-0.28,-0.57,-0.66,-10.38,58.29,-58.17,24.32,-29.76,20.26,prone
,,,,,,,,,
-0.37,-0.83,-0.71,36.87,2.69,-46.02,15.94,-25.81,21.55,prone
,,,,,,,,,
-0.42,-0.39,-1,44.19,27.22,114.44,21.35,-27.23,28.64,prone
,,,,,,,,,
-0.48,0.23,-1.4,19.65,66.77,110.6,39.44,-38.31,39.53,prone
,,,,,,,,,
-0.58,-0.14,-1.3,-54.87,-30.03,24.48,40.3,-42.6,44.25,prone
,,,,,,,,,
-0.4,-0.05,-0.91,39.79,-110.78,28.2,37.12,-47.09,32.6,prone
,,,,,,,,,
0.34,0.06,-0.56,-38.45,-25.27,17.03,41.82,-48.34,25.24,prone
,,,,,,,,,
0.28,-0.48,-0.95,-13.49,58.47,16.42,37.7,-44.23,23.79,prone
,,,,,,,,,
0.6,-0.67,-0.46,21.97,-39.55,-55.85,37.7,-42.58,22.66,prone
,,,,,,,,,
0.01,-0.32,-0.66,-5.07,50.42,46.63,37.94,-41.94,24.96,prone
,,,,,,,,,
-0.72,-0.01,-0.85,51.27,122.13,-17.09,41.32,-45.46,30.18,prone
,,,,,,,,,
