0.41,0.89,-0.05,-0.31,4.64,4.94,36.87,-103.78,-20.9,unkown
,,,,,,,,,
0.37,0.89,-0.11,36.87,17.88,-3.3,36.73,-103.52,-20.25,unkown
,,,,,,,,,
0.44,0.8,0.1,164.79,29.17,-15.87,40.16,-96.19,-31.34,unkown
,,,,,,,,,
0.24,0.73,0.62,219.73,-111.94,-113.71,32.52,-65.52,-49.66,unkown
,,,,,,,,,
-0.44,-0.94,1.01,86.06,-22.95,-359.62,1.42,-22.77,-28.49,unkown
,,,,,,,,,
-1.71,-1.13,0.39,-323.79,629.27,259.77,17.24,-43.32,-45.92,unkown
,,,,,,,,,
-1.03,-0.51,-0.51,-9.95,265.93,305.85,52.69,-87.76,-11.62,unkown
,,,,,,,,,
-0.9,1.25,-1.63,40.95,-147.22,-298.52,35.57,-107.81,-6.98,unkown
,,,,,,,,,
0.19,-0.98,0.72,148.44,-128.05,-44.07,34.38,-47.08,-39.75,unkown
,,,,,,,,,
-0.61,-0.42,2.42,-209.59,-165.53,199.77,9.18,-35.16,-41.93,unkown
,,,,,,,,,
0.23,1.41,2.91,-484.92,168.4,118.59,33.2,-35.22,-31.1,unkown
,,,,,,,,,
-2.25,-0.28,-1.41,658.87,297.42,686.1,33.09,-31.63,9.81,unkown
,,,,,,,,,
-2.07,3.57,-0.74,-84.96,107.36,-134.64,11.93,-109.61,2.81,unkown
,,,,,,,,,
-4,-3.5,-1.31,-212.59,-120.48,-1247.13,10.75,-21.35,4.48,unkown
,,,,,,,,,
-1.06,-0.14,1.85,-205.32,-267.64,664,46.86,-43.53,-23.86,unkown
,,,,,,,,,
-2.57,1.22,-0.55,-175.84,875.06,2.56,51.39,-85.45,-13.26,unkown
,,,,,,,,,
-4,-2.42,0.61,-331.05,-1017.64,-432.43,8.41,-36.8,31.05,unkown
,,,,,,,,,
-3.93,1.65,-1.2,-1248.72,945.01,688.78,53.42,-80.24,-11.11,unkown
,,,,,,,,,
-3,-1.1,1.27,-312.13,-1061.22,125.18,24.13,-48.28,32.4,unkown
,,,,,,,,,
-4,2.18,-0.23,-499.33,1004.03,689.27,27.72,-105.82,-12.21,unkown
,,,,,,,,,
-3.6,-1.25,0.95,-361.82,-1084.41,-309.02,43.6,-38.12,-5.42,unkown
,,,,,,,,,
-4,3,-2.62,-661.8,1242.55,183.17,16.7,-108.42,-14.54,unkown
,,,,,,,,,
-2.89,-2.54,1.39,-350.95,-876.65,-344.54,34.73,-29.91,-10.68,unkown
,,,,,,,,,
-2.22,3.63,-1.93,-366.09,665.53,-158.2,24.73,-103.63,-27.54,unkown
