0.17,-0.53,-0.84,4.15,-2.44,1.89,126.27,-61.33,49.1,supine
,,,,,,,,,
0.17,-0.53,-0.84,3.85,-2.38,1.77,126.23,-61.46,49.26,supine
,,,,,,,,,
0.17,-0.53,-0.84,4.03,-2.32,1.77,125.17,-61.8,49.07,supine
,,,,,,,,,
0.17,-0.53,-0.84,4.33,-2.5,1.83,125.57,-61.91,49.62,supine
,,,,,,,,,
0.17,-0.53,-0.84,3.85,-2.38,1.83,125.71,-61.74,49.83,supine
,,,,,,,,,
0.17,-0.52,-0.84,3.97,-2.26,1.83,125.56,-61.51,50.24,supine
,,,,,,,,,
0.17,-0.53,-0.83,4.21,-2.32,1.77,125.83,-61.16,48.82,supine
,,,,,,,,,
0.17,-0.53,-0.84,4.27,-2.32,1.83,125.29,-61.3,49.21,supine
,,,,,,,,,
0.17,-0.52,-0.84,4.03,-2.44,1.71,125.94,-61.29,49.46,supine
,,,,,,,,,
0.17,-0.53,-0.84,3.72,-2.38,1.89,125.68,-61.05,49.52,supine
,,,,,,,,,
0.17,-0.53,-0.84,3.91,-2.38,1.89,125.56,-61.01,49.82,supine
,,,,,,,,,
0.17,-0.53,-0.84,4.09,-2.44,1.89,125.34,-61.77,49.13,supine
,,,,,,,,,
0.17,-0.53,-0.84,4.15,-2.5,1.77,125.46,-61.55,48.66,supine
,,,,,,,,,
0.17,-0.53,-0.84,3.91,-2.5,1.77,125.93,-61.71,49.41,supine
,,,,,,,,,
0.17,-0.53,-0.84,4.15,-2.32,1.77,126.03,-61.16,49.52,supine
,,,,,,,,,
0.17,-0.53,-0.84,4.15,-2.32,1.83,125.9,-61.54,49.29,supine
,,,,,,,,,
0.17,-0.53,-0.84,4.09,-2.38,1.83,126.04,-61.65,50.33,supine
,,,,,,,,,
0.17,-0.52,-0.84,3.97,-2.32,1.77,125.66,-60.8,49.3,supine
,,,,,,,,,
0.17,-0.53,-0.84,3.91,-2.56,1.83,125.73,-60.99,49.52,supine
,,,,,,,,,
0.17,-0.52,-0.84,4.09,-2.26,1.71,125.88,-61.74,49.49,supine
,,,,,,,,,
0.17,-0.53,-0.84,3.85,-2.32,1.89,125.83,-62.04,49.71,supine
,,,,,,,,,
0.17,-0.53,-0.84,4.03,-2.32,1.83,125.55,-61.47,49.32,supine
,,,,,,,,,
0.17,-0.53,-0.83,4.21,-2.26,1.95,125.72,-61.08,49.22,supine
,,,,,,,,,
0.17,-0.53,-0.84,4.03,-2.44,1.89,125.84,-61.65,50.06,supine
,,,,,,,,,
0.17,-0.52,-0.84,4.03,-2.44,1.95,125.87,-61.74,49.13,supine
,,,,,,,,,
0.17,-0.53,-0.84,4.03,-2.38,1.83,125.51,-61.95,49.78,supine
,,,,,,,,,
0.17,-0.53,-0.84,3.85,-2.26,1.77,125.5,-62,49.89,supine
,,,,,,,,,
0.17,-0.53,-0.84,4.58,-2.5,2.08,125.56,-61.52,49.13,supine
,,,,,,,,,
0.16,-0.38,-0.95,-10.5,-32.1,2.01,126.14,-62.61,49.79,supine
,,,,,,,,,
0.19,-0.5,-0.84,0.43,33.08,57.62,125.13,-71.62,52.56,supine
,,,,,,,,,
0,-0.84,-0.89,-312.5,36.68,-44.43,106.29,-50.79,69.56,supine
,,,,,,,,,
-0.13,-1,-0.31,-127.75,41.26,112.55,61.76,1.04,32.9,supine
,,,,,,,,,
0.29,-0.91,0.49,-103.7,6.77,0.85,45.15,-2.42,-2.78,supine
,,,,,,,,,
0.29,-0.64,0.89,-153.02,2.99,-37.17,30.15,-10.41,-28.56,supine
,,,,,,,,,
0.07,-0.54,0.63,-33.45,108.83,-50.23,27.27,-29.05,-39.33,supine
,,,,,,,,,
0.2,-0.59,0.7,-41.38,-8.79,-45.1,25.84,-33.96,-41.92,supine
,,,,,,,,,
0.08,-0.21,0.78,-36.93,-20.2,-17.27,22.2,-37.08,-42.86,supine
,,,,,,,,,
0.08,-0.02,1.14,-46.88,-31.86,-9.22,16.17,-43.71,-47.3,supine
,,,,,,,,,
0,0.1,1.05,-2.2,17.58,-14.71,14.32,-45.9,-48.12,supine
,,,,,,,,,
0.03,-0.05,0.95,-18.62,-5.43,7.45,15.26,-46.5,-48.45,supine
,,,,,,,,,
0.11,-0.19,1.18,-25.15,4.88,37.35,16.76,-50.65,-50.37,supine
,,,,,,,,,
-0.07,0.21,0.96,19.29,29.79,64.64,24.28,-50.81,-50.07,supine
,,,,,,,,,
0.08,0.16,0.92,0.12,10.31,33.94,31.84,-51.71,-46.96,supine
,,,,,,,,,
0.01,0.23,0.97,20.45,-27.04,34.97,33.42,-52.97,-47.16,supine
,,,,,,,,,
-0.03,0.25,0.97,-12.27,-13.12,-26.86,31.7,-53.15,-48.86,supine
,,,,,,,,,
-0.01,0.18,0.99,-0.37,-6.96,-43.52,28.42,-53.39,-49.48,supine
,,,,,,,,,
0.05,-0.01,1.01,4.03,-18.92,-39.43,23.29,-51.66,-50.61,supine
,,,,,,,,,
0.04,0.03,1.02,-0.18,-9.46,-17.88,19.51,-52.76,-51.01,supine
,,,,,,,,,
-0.01,0.18,0.94,13.37,-2.32,-4.76,18.76,-52.29,-51.39,supine
,,,,,,,,,
-0.13,0.08,0.35,97.35,-62.87,-40.1,17.37,-45.52,-47.81,supine
,,,,,,,,,
-0.43,-0.31,1.66,-63.48,-47,-9.7,-3.59,-46.19,-46,supine
,,,,,,,,,
-0.33,0.24,1.06,-38.76,39.43,54.63,-3.49,-51.27,-46.39,supine
,,,,,,,,,
-0.28,0.24,0.68,-23.38,15.81,12.08,3.04,-56.13,-50.38,supine
,,,,,,,,,
-0.05,0.1,1.39,0.43,-6.65,42.85,1.66,-58.09,-50.13,supine
,,,,,,,,,
-0.3,0.12,1.09,44.13,91.92,67.08,8.91,-54.44,-53.55,supine
,,,,,,,,,
-0.05,0.15,0.85,27.1,31.43,44.37,24.49,-47.4,-50.39,supine
,,,,,,,,,
-0.05,0.21,0.95,32.65,-13.85,20.94,30.36,-47.38,-48.11,supine
,,,,,,,,,
-0.04,0.08,1.13,9.03,-1.89,-48.95,27.81,-43.07,-48.36,supine
,,,,,,,,,
0,-0.16,1.02,21.97,15.44,-59.33,22.3,-39.28,-46.47,supine
,,,,,,,,,
0.1,-0.38,0.91,4.76,-9.16,-20.32,19.75,-38.67,-45.13,supine
,,,,,,,,,
0.05,-0.26,1,-11.47,-18.43,8.91,18.99,-40.47,-46.34,supine
,,,,,,,,,
0,-0.15,1.06,-12.88,-3.78,12.63,17.8,-42.15,-47.41,supine
,,,,,,,,,
-0.02,-0.24,1.15,-50.42,-30.58,6.59,17.92,-45.73,-50.55,supine
,,,,,,,,,
-0.14,0.31,0.98,34.36,18.13,53.1,19.49,-47.17,-51.28,supine
,,,,,,,,,
-0.02,0.06,0.91,11.9,2.26,9.03,22.53,-44.47,-49.89,supine
,,,,,,,,,
-0.06,0.27,0.95,21.12,-8.48,2.38,24.38,-43.25,-48.52,supine
,,,,,,,,,
-0.18,0.03,1.08,-15.26,3.36,-81.67,18.14,-42.4,-51.37,supine
,,,,,,,,,
-0.07,-0.22,1.04,4.33,23.25,-59.51,12.95,-45.57,-50.57,supine
,,,,,,,,,
0.08,-0.33,0.87,7.32,4.76,-14.65,13.95,-44.93,-49.27,supine
,,,,,,,,,
0,-0.17,1.09,12.88,16.11,36.25,13.92,-43.75,-50.07,supine
,,,,,,,,,
-0.05,0.11,1.03,25.02,-2.62,73.3,19.98,-40.92,-48.29,supine
,,,,,,,,,
0.04,0.13,0.99,31.25,-5.62,37.35,24.6,-39.09,-47.28,supine
,,,,,,,,,
0.03,0.12,0.94,35.16,-5.92,12.51,26.81,-36.06,-43.81,supine
,,,,,,,,,
-0.04,-0.06,1.05,31.31,10.19,-56.4,22.33,-32.15,-43.13,supine
,,,,,,,,,
-0.04,-0.54,0.95,17.21,9.7,-57.8,16.44,-28.99,-41.35,supine
,,,,,,,,,
0.02,-0.56,0.89,7.39,8.54,-5.86,13.96,-28.16,-38.42,supine
,,,,,,,,,
0.02,-0.36,0.92,7.87,-12.02,11.05,14.34,-27.12,-38.1,supine
,,,,,,,,,
0.01,-0.37,0.93,0.55,-8,5.13,14.64,-27.45,-37.67,supine
,,,,,,,,,
-0.03,-0.35,1.01,-1.71,-7.87,3.36,13.57,-28.31,-39.21,supine
,,,,,,,,,
-0.01,-0.36,0.95,1.65,2.01,2.56,14.39,-27.54,-39.37,supine
,,,,,,,,,
-0.02,-0.35,1,-0.24,-4.64,3.42,14.34,-28.67,-39.97,supine
,,,,,,,,,
0,-0.35,0.91,3.36,0.49,5.92,14.32,-28.92,-39.77,supine
,,,,,,,,,
0,-0.34,0.99,0.55,-4.7,0.24,14.87,-29.5,-40.2,supine
,,,,,,,,,
-0.01,-0.36,0.97,3.54,-1.16,4.94,14.32,-28.91,-40.04,supine
,,,,,,,,,
0,-0.31,0.97,2.81,-5.07,1.65,15.04,-28.85,-41.1,supine
,,,,,,,,,
-0.01,-0.33,0.96,-0.85,-4.46,0.49,14.4,-29.11,-40.48,supine
,,,,,,,,,
-0.03,-0.29,0.97,-9.03,-14.04,2.69,13.34,-30.1,-40.65,supine
,,,,,,,,,
-0.04,-0.31,0.99,-2.38,0.55,-1.1,12.83,-31.63,-43.8,supine
,,,,,,,,,
-0.03,-0.29,0.99,-0.92,-1.89,7.39,13.35,-32.17,-44.84,supine
,,,,,,,,,
-0.04,-0.17,1.02,1.22,0.67,2.26,14.18,-32.3,-43.03,supine
,,,,,,,,,
-0.05,-0.21,1,5.55,-5.55,4.21,14.07,-33.18,-44.14,supine
,,,,,,,,,
-0.05,-0.22,0.99,1.53,-2.44,2.14,13.72,-33.09,-45.14,supine
,,,,,,,,,
-0.05,-0.21,1.01,1.83,-2.93,-1.46,13.06,-33.41,-45.35,supine
,,,,,,,,,
-0.06,-0.22,1.02,1.46,-0.85,0.98,12.73,-33.03,-45.09,supine
,,,,,,,,,
-0.05,-0.19,1,4.27,-2.14,1.95,13.31,-33.47,-44.6,supine
,,,,,,,,,
-0.05,-0.19,0.98,4.64,-2.08,1.65,13.43,-33.54,-46.07,supine
,,,,,,,,,
-0.05,-0.19,1,4.15,-3.05,1.22,12.96,-33.57,-45.51,supine
,,,,,,,,,
-0.05,-0.18,1,6.04,-1.34,2.56,13.23,-34.18,-45.9,supine
,,,,,,,,,
-0.06,-0.2,1.02,4.58,-3.11,1.77,13.11,-33.58,-45,supine
,,,,,,,,,
-0.06,-0.21,0.99,3.66,-2.56,1.59,13.16,-33.08,-44.75,supine
,,,,,,,,,
-0.06,-0.19,1.01,3.91,-3.42,3.23,13.27,-33.79,-44.84,supine
,,,,,,,,,
-0.05,-0.19,0.98,4.58,-0.49,1.22,12.95,-33.97,-45.74,supine
,,,,,,,,,
-0.05,-0.21,1,2.62,-2.62,-0.67,13.15,-34.3,-45.57,supine
,,,,,,,,,
-0.05,-0.19,0.99,4.27,-3.11,2.01,13.16,-33.75,-45.28,supine
,,,,,,,,,
-0.05,-0.2,1,5.13,-3.78,2.81,12.98,-34.47,-46.07,supine
,,,,,,,,,
-0.06,-0.19,0.98,3.54,-4.52,1.83,12.88,-34.23,-45.24,supine
,,,,,,,,,
-0.05,-0.19,0.99,4.76,-2.69,1.34,13.72,-33.19,-45.12,supine
,,,,,,,,,
-0.06,-0.2,1,3.91,-2.38,2.2,13.39,-34.46,-45.79,supine
,,,,,,,,,
-0.05,-0.2,0.98,2.99,-2.99,1.95,12.49,-33.68,-45.7,supine
,,,,,,,,,
-0.05,-0.19,0.98,4.58,-1.28,2.93,12.85,-34.46,-45.37,supine
,,,,,,,,,
-0.06,-0.16,0.99,-0.49,-3.17,-0.37,12.73,-34.39,-45.57,supine
,,,,,,,,,
-0.06,-0.17,0.98,4.82,-0.98,3.78,12.6,-34.69,-45.47,supine
,,,,,,,,,
-0.06,-0.17,1,3.97,-3.66,0.85,12.76,-34.08,-45.51,supine
,,,,,,,,,
-0.07,-0.19,1.02,5.19,-3.66,2.81,12.63,-33.5,-46.02,supine
,,,,,,,,,
-0.05,-0.21,1,3.72,-0.92,-0.06,12.78,-33.87,-45.43,supine
,,,,,,,,,
-0.06,-0.17,1,2.69,-4.82,1.4,13.1,-34.08,-45.25,supine
,,,,,,,,,
-0.07,-0.21,1.01,4.7,-2.32,1.95,11.94,-34.41,-45.94,supine
,,,,,,,,,
-0.06,-0.17,0.99,3.48,0.43,0.12,13.2,-34.57,-45.75,supine
,,,,,,,,,
-0.07,-0.19,1.02,0.92,-2.5,-2.01,12.54,-34.08,-46.15,supine
,,,,,,,,,
-0.04,-0.18,0.97,5.19,-0.24,5.25,13.11,-34.78,-46,supine
,,,,,,,,,
-0.07,-0.17,1.01,0.43,-6.35,-3.48,12.93,-33.96,-45.4,supine
,,,,,,,,,
-0.05,-0.27,1.02,2.75,5.13,1.28,12.43,-34.94,-45.61,supine
,,,,,,,,,
-0.04,-0.14,0.96,1.53,-8.36,-2.01,13.4,-34.78,-44.49,supine
,,,,,,,,,
-0.09,-0.21,1.07,6.04,-0.06,2.44,11.93,-34.89,-45.8,supine
,,,,,,,,,
-0.04,-0.15,0.94,4.58,-1.28,2.44,12.71,-34.96,-45.45,supine
,,,,,,,,,
-0.06,-0.19,1.01,4.7,-3.54,-0.06,11.84,-35.28,-44.69,supine
,,,,,,,,,
-0.05,-0.24,1,5.13,0.49,7.69,11.98,-34.97,-45.72,supine
,,,,,,,,,
-0.03,-0.19,0.94,1.71,-3.11,1.59,12.95,-34.97,-45.65,supine
,,,,,,,,,
-0.08,-0.15,1.01,3.72,-7.14,-4.33,11.15,-34.29,-45.36,supine
,,,,,,,,,
-0.1,-0.22,1.06,4.39,-1.71,2.01,10.56,-35.33,-45.12,supine
,,,,,,,,,
-0.05,-0.16,0.97,3.05,3.78,3.36,11.61,-34.31,-45.92,supine
,,,,,,,,,
-0.05,-0.18,1,3.17,-0.55,1.77,12.39,-34.63,-44.35,supine
,,,,,,,,,
-0.06,-0.17,1,5.19,-2.14,2.26,12.73,-34.72,-45.58,supine
,,,,,,,,,
-0.05,-0.19,1.01,3.17,-1.83,1.53,12.32,-35.41,-45.58,supine
,,,,,,,,,
-0.04,-0.18,0.99,3.17,-3.23,2.87,12.46,-34.9,-45.63,supine
,,,,,,,,,
-0.05,-0.19,1,3.97,-0.73,0.92,12.54,-34.19,-45.09,supine
,,,,,,,,,
-0.05,-0.16,1.01,3.78,-3.97,2.75,12.71,-34.8,-44.7,supine
,,,,,,,,,
-0.05,-0.18,1.01,4.76,-3.72,3.17,12.66,-34.3,-45.72,supine
,,,,,,,,,
-0.05,-0.19,1.01,3.36,-1.95,0.06,12.3,-35.03,-45.4,supine
,,,,,,,,,
-0.05,-0.15,1.01,4.15,-1.4,1.4,11.88,-34.46,-45.19,supine
,,,,,,,,,
-0.05,-0.18,1.01,3.85,-3.66,3.36,11.57,-35.06,-45.04,supine
,,,,,,,,,
-0.05,-0.19,1,3.36,-2.69,2.26,12.83,-34.92,-44.26,supine
,,,,,,,,,
-0.05,-0.18,1,2.99,-3.11,1.16,12.37,-34.66,-45.7,supine
,,,,,,,,,
-0.05,-0.17,1.01,6.23,-2.14,2.87,12.32,-34.42,-45.26,supine
,,,,,,,,,
-0.04,-0.18,1,3.78,-1.46,1.16,12.68,-35.35,-45.65,supine
,,,,,,,,,
-0.04,-0.18,1,4.33,-2.14,0.79,12.06,-35.27,-45.68,supine
,,,,,,,,,
-0.04,-0.19,1.01,4.64,-3.48,2.44,13,-34.97,-45.64,supine
,,,,,,,,,
-0.06,-0.11,1.03,4.46,1.95,-3.11,12.08,-34.73,-45.53,supine
,,,,,,,,,
-0.05,-0.16,1.04,0.92,3.66,-34.61,11.72,-35.62,-44.7,supine
,,,,,,,,,
0,-0.69,0.91,-10.25,-6.47,29.85,11.01,-35.08,-44.4,supine
,,,,,,,,,
-0.19,0.2,1.41,-4.46,-26.25,75.62,14.18,-35.24,-47.3,supine
,,,,,,,,,
-0.12,-0.21,0.96,-10.13,-15.44,54.2,19.24,-35.51,-46.91,supine
,,,,,,,,,
-0.16,0.12,1.03,1.89,-5.31,18.92,23.16,-35.84,-47.36,supine
,,,,,,,,,
-0.16,0.14,0.96,19.78,5.37,-39.37,21.25,-35.42,-47.07,supine
,,,,,,,,,
-0.19,-0.31,1.01,-0.12,9.83,-85.08,12.38,-34.27,-48.17,supine
,,,,,,,,,
-0.18,-0.45,1.07,1.28,2.44,-30.27,5.24,-38.18,-47.69,supine
,,,,,,,,,
-0.15,-0.26,0.98,10.56,-3.72,48.83,6.21,-37.95,-48.39,supine
,,,,,,,,,
-0.12,-0.14,0.93,0.24,12.02,56.03,10.18,-35.47,-47.63,supine
,,,,,,,,,
-0.09,-0.22,0.89,-13.98,-2.2,27.28,18.25,-33.74,-47.12,supine
,,,,,,,,,
-0.14,0.26,1.05,10.07,-2.62,21.73,21.84,-34.67,-46.18,supine
,,,,,,,,,
-0.18,0.14,0.97,5.49,1.89,-75.01,17.93,-33.54,-47.49,supine
,,,,,,,,,
-0.13,-0.18,0.84,13.37,-3.66,-54.14,10.38,-35.63,-47.44,supine
,,,,,,,,,
-0.11,-0.4,1.04,-16.24,7.45,-25.15,6.36,-38.18,-47.3,supine
,,,,,,,,,
-0.13,-0.19,1.2,-15.08,11.66,49.38,7.09,-40.72,-49.93,supine
,,,,,,,,,
-0.08,0.05,1.06,-13.06,34.73,56.09,17.79,-42.59,-51.2,supine
,,,,,,,,,
0.04,0.07,0.95,16.85,13.06,39,25.2,-43.31,-48.97,supine
,,,,,,,,,
0.01,0.37,0.96,-4.15,2.69,-10.31,27.11,-43.96,-49.83,supine
,,,,,,,,,
0.06,0.15,1.07,9.52,50.05,-68.91,23.21,-36.47,-47.2,supine
,,,,,,,,,
0.12,-0.1,0.87,-8.61,26.79,-54.69,20.36,-35.77,-46.36,supine
,,,,,,,,,
0.1,-0.4,1.04,37.35,-17.76,-33.69,15.27,-37.02,-46.11,supine
,,,,,,,,,
0.11,-0.51,0.99,-5.92,-3.05,40.28,13.11,-37.08,-45.68,supine
,,,,,,,,,
0.1,-0.35,1.04,-8.36,-1.28,68.24,17.15,-37.33,-47.09,supine
,,,,,,,,,
0.13,-0.02,0.91,-22.16,2.81,74.28,25.57,-39.09,-47.3,supine
,,,,,,,,,
0.14,0.41,1.03,17.21,-8.36,33.08,30.4,-43.63,-47.89,supine
,,,,,,,,,
0.11,0.28,0.93,3.97,-16.54,-16.3,30,-43.91,-49.26,supine
,,,,,,,,,
0.07,0.06,1.13,-14.53,-20.2,-65.92,24.72,-43.76,-51.25,supine
,,,,,,,,,
